Dialetto,Italiano
viòle,"andare  in  sollùchero,  smammolarsi,"
viòla,"viòla  (strumento  musicale ),  donde"
'violàr,violacciocco  (pianta).  V .  viola
violentar,"violentare,  sforzare;  violare."
violenza,"violènza,  donde  violentemente  ;"
violét,"violetto,  violàceo,"
violeta,"violetta;  mammolctta,  mam-"
violinista,violinista.
violón,"violone,  contrabbasso,"
violone;  èl,violoncèllo.
violo9elista,"violoncellista,"
vipera,"getter,  vipera,  anche  fig.  E  si"
-  v.  dal  corno.  Parer  na  v.,essere
pien  de  v.,viperaio.
vìrgola,"vìrgola,  donde  virgolare,  virgo¬"
'vlrstel,salsiccia ^tedesca;  salsicciotto.
vis,"fronte;  viso,  faccia;  ceffo.  V.  de"
"caso,  de  maniera","scimunito,  minchione,"
'viscia,verga;  fmsta.
•visciada,"vergata;  frustata,"
"visciata,  viscieta.  visciota","verghetta,"
yiscio,pània  anco  fig.  (vischio  è  propr.
"someia  al  V.,  che  taca  come  7  t’.","viscoso,"
"dità.  Cavar  el,  netar  da!  V.",spumare;
*vlscol,"vivace,  vispo;  petulantèllo;  pro¬"
vlsere,"viscere,  vìsceri,  donde  viscerale,"
visibile,"visibile,  evidènte,  manifèsto,"
yisión,"visione,  fantasima;  illusione,  fan¬"
visionari,"visionario,  fantasioso,"
vléita,visita.  V.  de  santa  Elisa-bèta *  -
visitar,"far  visita,  visitare;  complimentare,"
visitina,"visitina,  spreg.  visituccia."
visola,vlsciola.
visolàr,visciolo.
*vià<5n,"fronte  sproporzionata ,  frontona."
tura).  Sito  che  g'ha  na  bèta  ».,belve¬
dere.  A  ».,a  vista  (pagare).  Aver  en
"v.,  aver  de  le  ».","avere  in  vista,  di  mi¬"
Cori  de  v.,"corto  di  vista,  di  vista  corta,"
cifina,"prèsbite,  donde  presbiopia.  Pèrder"
de  v.,"perder  d’  occhio,  di  vista,"
visto,"visto,  autenticazione.  Mete’r  el  v."
vistóé,"vistoso,  appariscènte,  donde  vi¬"
vita,"vita  ne’  vari  sensi :  il  vivere,  esi¬"
A  V.,"per  tutta  la  v.,  a  vita.  Che  g'  ha"
v.  longa,"campereccio,  letler.  longèvo"
ni  mali-.  Dar  v.,"dar  vita,  vivificare.  Bai¬"
Nar  de  v.  per,"porre  ogni  suo  piacere,"
ver  che  v.  far,non  sapere  a  qual  par¬
da  cagn,"vita  assai  dura,  travagliosa,"
"vitaccia,  vita  da  cani.  V.  falada",spostato;
veza,"rompicollo,  scavezzacollo.  P.  sola"
V.  scrita  de  n‘  om  famoio,"vita,  bio¬"
fico.  j Da  la  v.  a  la  morte,per  la  vita
(ih’  è  pu  lemp  che  v.,arte  lunga  e
vita,"cintola,  vita,  e  questa  anco  per  la"
dalle  spalle  ai  fianchi.  A  mòia  r.,a
mezza  vita.  En  bela  ».,in  vita  ( senza
"cappa  etcì),  dopar  per  la  »,",prender
per  la  vita.  Far  v.,"crescere,  ingros¬"
"sarsi,  far  corpo.  Strct  en  ».",stretto
vitalizi,"vitalizio,  donde  vitaliziare,"
vitima,"vittima  ;  sacrificato,"
vitina,"vitina,  minore  vitino."
vitoria,"vittòria,  trionfo,  donde  vittorioso,"
"trionfare,  trionfante.  Cantar  ».",cantar
viv,vivo  ne’  vari  sensi;  vivente;  vivace;
mori  che  ».,più  morto  che  vivo.  Tocar
sul  v.,"toccar  nel,  sul  vivo,  pungere  sul"
vivace,"vivace,  vispo,  sveglio,  brioso,"
vivacità,"vivacità,  svegliatezza,  brio,"
vivadìo  !,vivaddio  !
"""vivalòr","allòro,  scient.  e  poet.  làuro,"
vivandiera,"vivandièra,"
vivàr,"piantonaio  (di  piante ),  vivaio  (di"
"""vivatolar",vivacchiare;  stentatamente  vi¬
vivente.  No  èsergke  ànima  ».,non  es¬
viver,vivere  ne'  vari  sensi;  campare  ;
sostentarsi;  cibarsi.  Che  poi  ».,"vitale,"
».  en  pez,campereccio.  V'.  vita.  Aver
da  ».,"campar  d’  entrata,  un  po'  meno"
che  octir  per  ».,il  necessario  per  cam¬
"pare,  campamento.  V.  io  de...",campare
contrabbando).  Dal  ».  al  morir,per  il
c  lasar  v.,vivere  e  lasciar  v.  De  aria  v
no  se  vive,non  si  campa  d’aria.  v
viveri,"viveri;  vettovaglie;  alimenti,"
vizi,vizio  pegg.  viziaccio  (anco  d’  am¬
lato).  En  v.  al  cor,un  vizio  al  cuore.
Dar  dei  v.,"anco  viziare,  guastare."
viziét,"viziuccio,  mal  vezzo;  vezzo,  di-"
viziós,"vizioso,  viziosaccio;  scostumato."
*VÒ,antica  stazione  o  approdo  o  scalo
vocabolari,"vocabolario,  dizionario  (di  lin¬"
vocazión,vocazione;  inclinazione.  Aver
v.,"anco  sentirsi, chiamato."
voce,"voce  anco  per  diceria,  fama.  V."
"alta,  aspra,  bassa,  bruta","voce  alto,"
ciaccia.  V.  da  gat,voce  di  gatA  scorti¬
cato.  A  v.,"a  voce,  a  bocca,  verbalmente."
A  viva  v.,"a  viva  voce.  Aver,  nar  io  hi"
v.,"èsser  ròco,  arrochire,  aver,  andar  gru"
la  voce.  Alzar  la  v.,"risentirsi,  alzar  la"
Escrghe  far  la  v.,"correr  voce,  vocife¬"
cinarsi.  Meter  for  la  v.,"spargere,  dif¬"
V.,"àfono,  donde  afonia,"
vocje  armonica,"filarmònica,"
voceta  vocina,"vocinu,  c  più  piccola"
voga,"voga  (p.  e.  aver  voga,  essere  \e-"
vogar,"vogare,  remare."
vòia,"vòglia,  brama,  vaghezza,  donde  vo¬"
Aver  v.,"aver  voglia  o  brama,  bramare,"
v.,"avere  una  gran  voglia,  morire  di  vo¬"
De  bòna  o  mala  V.,"Volentièri,  mal  vo¬"
cremente.  Mah  V.  V.  Acer  v.,aver  vo¬
fio  poder  cavarse  la  v.,non  potersi  le¬
"vare,  sputare  la  vòglia.  Vegntr  V.",le¬
vaghezza.  Far  vegnir  la  v.,mettere  in
’yoideza,vuoto;  vacuità;  Cav  ilà.
voieta,"foglietta,  vogltolina.  spreg.  ta¬"
"gliuzza,  capriccetto.  Pieri  de  votele",piè¬
♦vola,cappotto  (a  tressetti  eie .;  a  Lucca
volada,volata  (della  palla  e  simili).
voler,volere  ne'  vari  sensi :  aver  vo¬
"rio-,  sdegnare).  Chi  te  voi",qui  sta  il
v.  pu  quel  che  se  voleva,disvolere.  Senza
v.,"senza  volere,  involontariamente;  invo¬"
lontario.  Tornar  a  v.,rivolere.  Foia  o
"no  vàia,  rust.  tòga  o  ilo  voga",in  tutti
volere  o  volare.  Vói  morir  se...,affermai.
voglio  morire  se....  Volerghe,esser  do¬
Ghe  voi  altro,ci  vuol  altro.  Ghe  voi  de
Ghe  voi  tanti  eie.,quanto  ci  vuole!  ci
vuol  tanto?  Ghe  voi  poi:,"ci  vuol  poco,"
si  pena  poco  a.  La  ghe  voi  tuta,la  ci
"Chi  voi  vaga ,  e  chi  no  voi  manda",chi
"Vài,  o  vàglio ,  no  T  esiste",1’  erba  voglio
Quel  che  ghe  voi  ghe  voi,quel  che  ci  va
*  volgo  de  la  zènt,"il  comune  della  gènte,"
volintera,"volentieri,  donde  volonteroso,"
'vòlio  (rust.),"avòrio,"
volontà,volontà  ;  volere  ;  deliberazione  ;
mira.  De  bona  v.,"disposto  al  bene,"
"v.  incrollabile,  Ultima  v.","testamento,"
volp,"volpe,  fig-  anche  per  uomo  astuto,"
scaltro  ;  ugual  senso  ha  V.  veda,volpe
la  v.,"squittire,  gagnolare,"
volpón,"furbone,  volpone."
«vòlt.  Mar  a,"cadere,  cascare;  ribaltarsi;"
vòlt,vòlta  ( muro  ad  arco  per  copertura );
V.  en  pian,volta  reale  o  piana;  a  bot
vòlta,"vòlta  ;  fiata  ( letter .  poct.).  A  le,  de"
le  volte,"talora,  a  volte,  alle  volte,  delle"
"volte.  Bon  do,  tre  v.","minchione,  bàbbèo,"
Via,da  una  volta  in  là  o  in  su.  Da  tre
etc.  volte  de  pu,"due,  tre  volte  di  più,"
"a  due,  tre  etc.  doppi.  Ma  c.","una  volta,"
vòlta,"vòlta,  voltata;  rivolgimento;  giro;"
svolta.  Dar  de  v.,"tornare  indietro,  dar"
"vòlta,  dar  di  vòlta.  Dar  la  v.",rovesciare;
’l  fervei,"ammattire,  dar  v.  il  cervèllo."
"Far,  vegnir  la  v.","fare  il  turno,  essere"
na  v.,"fare  una  girata,  un  giretto,  una"
so.  Mar  en  v.,"andar  vagando,  girel¬"
"na,  per  sta  volta",per  u j-X  per  questa
v.  Tòt-  la  v.,"circuire,  raggirare;  compire,"
(una  provvista).  Tòrghe  la  v.,domare;
riuscire.  Vegnir  a  la  v.,"comparire,  ve¬"
voltada,"voltata,  svolta,  svoltata  (anco"
"di  strade)’,  rimutaziono.  V .  seca",svol¬
voltar,voltare;  svoltare  (spec.  da  una  via
voltafaccia.  V.  el  cantón,voltar  canto¬
"cantonata).  V.  el  cui,  le  spale",voltar
"la  schiena,  le  spalle.  V .  el  fen",rivol¬
tare  etc.  V.  en  vestì,rivoltare  etc.  V.
"sora,  la  tèra","rabboccar  la  terra,  dici-"
via,"andarsene,  partirsi,  far  fagotto;  mo-"
’n  vòltete  'n  là,"in  un  batter  d’  occhio,"
voltarse,"non  saper  che  fare,  a  che  ap¬"
torse  ne  ’n  qua  ne  ’«  là,senza  scom¬
“voltèr  («co/.),velo  o  simile  che  si  mette
voltìn,"volticèlla,  volticina;  stanzino  a"
voltón,voltone.
voltura,voltura  (di  catasto  etc.).
volùbile,"volubile,  incostante;  un  giran¬"
volubilità,"volubilità,  incostanza,"
vòlvolo,"mal  del  miserère,  scìent.  vòlvolo."
Par  vegnir  et  v.,"produr  tèdio,  noia"
vòmica,vòmica  (noce).
voràgine,voràginr  anco  nel  fig.
votante,votame.
votar,"dare  il  voto,  votare;  deliberare,"
votazión,"votazione,  scrutinio;  delibera¬"
zione.  V.  de  tut  et  popol,plebiscilp.
voto,"voto;  promessa  solenne.  Da,  de  v."
votivo.  Far  v.,"fjjre  il  proponimento,"
vozona,"voce  robusta  e  pièna,  stèntòrea"
vulcano,"vulcano,  donde  vulcanico."
ia,"già  ne’  vari  sensi:  ormai;  si,  sicuro  ;"
"s’intende,  naturale.  Eh  bai","siamo,  ri¬"
"Za  e  do,  tre  eie.  mesi,  ani  etc.","due,"
"'iabai,  zabadai","affare  intricato,  imbro¬"
iabaión,zabaione.
'zacada,"masticata;  mangiata,  pappata;"
’zacadura,roccatura;  ragnatura.
'zacar,masticare;  ródere;  rosicare.  Za-
carse,"corródersi,  ródersi;  logorarsi,  ra-"
Zacarse  la  o  su  la  lengua,mordersi  la
*zacagnarse,"bisticciarsi,  rimbrottarsi,"
‘zacaràm,minutaglia;  ciarpame;  bazzècole.
*zàcola,"bagattèlla,  inèzia,  minuzia.  Za-"
cole,"anco  ritagli,  ritagliucci;  debitucci,"
*zacolón,"chi  s'occupa  iT  inèzie,  frivolo,"
“zadegar,"frugare,  frugacchiare."
‘zaf,bino  ( disus .  zaffo).
'zaf,chèrico  ( sagrestano  o  scaccino).
"za,  zaffe.  Zif  g.","ziffe,  zaffe."
*zafagna,"malumore,  umoraccio.  Aver  la"
z.,"esser  di  malumore,  in  cattiva  luna,"
'iafagnós,"di  malumore,  imbronciato,  im¬"
iafiro,Zaffiro.
zag,giubbone.
*zaga,cuccetta  ( nelle  cascine  di  mon¬
♦zaghét,"giubbetto,  giubbetlino."
*zàino,"malcreato,  zotico,  indiscréto;  im-"
♦zàitel  (disusi),"quartino,  quartuccio  (di"
*zal,acciaio.
*zalà,"acciaiato;  robusto,  vigoroso;  a  tutta"
*zalar,acciaiare.
*zald,giallo  donde  giallezza.  Che.  tènde
al  s.,"giallastro.  Deventar,  far  deven¬"
tar  s.,ingiallire.  El  è.  che  forma  macia
etc.,"giallo  com’  un  popone,  una  frittata,"
'zaldìn,"giallino,  gialletto."
•zaldo,granturco  (il  grano).  V.  for~
-zaldón,"giallone,  ghiaccio,  anco  per"
’ialdòt,"giallògnolo,  gialluccio."
'ialèt,"pasta  ordinaria  di  farina  gialla,"
•zalln,"acciaiolo,  acciaiolino  (per  affilare)',"
s.,"fai  e  il  mezzano,  batter  l’acciarino."
•zaltràm,"gentaglia,  ciurmaglia,  marma"
zaltrón,"cialtrone,,  mascalzone,  cioccherò,"
"figuro,  farabutto.  L' User  z.",eialtronena
zaltronada,azione  da  cialtrone  etc.  I  .
•zaltronar,"operare,  vivere  da  cialtrone"
zaltroneria,'cialtroneria.
•zamai,"ornai,  ormai,"
•zàmbel,"serra,  tura;  pescaia  (obliqua)"
'zambèl,zimbello  anco  fig.  per  alletta¬
’zambelada,"zimbellata,  zimbellatura;  in¬"
’zambelar,zimbellare  anco  fig.  per  allct¬
•zamberlùc,"stolido,  grullo,  citrullo,"
zampa,"zampa,  anco  per  gamba  di  mobili ."
zampada,"zampata,"
•zampèzole,centopèlle  (dello  stomaco  de
zampìn,"zampetto  (di  maiale  etc.),  più"
piccolo  zampino.  Z.  de  Modena,zampo¬
donde  rncter  et  z.,"ingerirsi,  ficcarsi,  met¬"
zampina,"zampino,  zampetta,  anco  fig.  per"
zampón,accr.  di  zampa  zampone;  gamba
•zana,"uncino,  gàncio."
zanada,"arlecchinata,  bnffonezzo,  zannata;"
•zanca  (sost.),"svòlta,  voltata,  svoltata  ;"
•zanche!!  (de  la  scarsèla),falso.
"•zane,  zanco  (agg.)","sinistro,  manco  (ma¬"
iVo  èser  s.,non  esser  gonzo.
zane,"arlecchino,  zanni.  Far  da  z.  e  da"
buratìn,"far  lo  zanni,  essere  lo  zimbèllo"
•zanfogna,"zampogna  (di  canne)',  scac¬"
zanzarèle,sorta  di  pasta  casalinga
ciolature.  Mar  en  z.,di  cibi  liquidi  con
zanzafrùscola,"bazìecola,  bagattèlla,  cian-"
zapa,"marra,  zappa  (de’  contadini);  ascia"
la  z.  sui  Pei,"fare  il  proprio  danno,"
zapada,"zappata;  balbettamento,  coni  in."
zapadura,zappatura.
zapar,"zappare;  leggermente  sarchiare,"
zapét,"zappetto;  sarchio,  sarchièllo,"
zapeta,zappetta.
zapetar,"zappettare,  donde  zappettatura  ;"
zapon,"zappone;  grossa  bulletta  da  scarpe ,"
zaponada,zapponata.
zaponar,zapponare.
"""zarabotana",cerbottana.  Parlar  fòr  da
na  z.,"parlare  sconsideratamente,  da"
zarlatàn,"ciarlatano,  cerretano;  saltim¬"
zarlatanada,ciarlatanata.
•zarlatanar,"fare  il  ciarlatano,  parlare,"
zarlatanaria,"ciarlataneria,  impostura."
*zasca,"frasca,  ramoscèllo;  legna  minuta"
"*zasll,  piar,  zasii","sostegni  delle  botti,"
'zaspada,"raspala,  raspameuto;  razzolata."
’zaspar,"raspare  (de’  cavalli  eie.)',  razzo¬"
’zaspón,frutto  dello  spincervino.
‘zasponàr,spincervino.
*zata,"zampa;  artiglio,  granfio  (d'  ani¬"
terghe  su  le  z.,"impadrinirsi,  arraffare,"
*zata,"fòdero  (di  fiume),  zattera  (propr."
"*zata  d""  ors  (salii,  in  p/ur.)",uva  d’  orso
'zatada,zampata;  granfiata.
*zatar,"aggranfiare,  arraffare;  ghermire;"
*zate  d’  ors,ditole  (fungo).
‘zatèla,"zampetta,  zampino.  Méterghe  la"
s.,"ingerirsi,  metterci,  ficcarsi  lo  zampino,"
zatér,foderatore;  zalteraio.  V.  a ala  net
*zatón,chi  malamente  allunga  le  mani
*zavaión,"arruffone,  intruglione,  imbro¬"
'zavariar,"vaneggiare,  delirare,  vagellare  ;"
’zavàt,"rospo;  villanzone,  tànghero,"
zavata,"ciabatta  anco  per  cosa  vile,  da"
nulla;  pianèlla.  Chi  vende  z.,"ciabattaio,"
♦zavata,"castagna  vuota,  guscione."
zavatada,"colpo  con  una  ciabatta,  ciabat¬"
zavatamént,ciabattamenlo;  abborraccia¬
zavatar,strisciar  per  terra  le  ciabatte  o
zavatìn,"ciabattino,  anco  per  chi  strapazza"
♦zavatón,"ululone  [rospo),"
éàzera,"zàzzera,  scherz.  parruccone  (che"
zazerón,zazzerone  ( grande  zàzzera  e  chi
Zebedèi,"testicoli,  euf.  volg.  Zebedèi,"
zèca,zecca  donde  zecchiere.  Noe  de  s.  -
♦zèchena,"ribotta,  gozzoviglia."
'zechenar,"far  ribotta,  delle  ribotte;  goz¬"
zechìn,zecchino.
zefiro,ièffiro  (propr.  vento  dolce .  ma
anche  per  freddo  onde:  che  z.l,che
"'zegada,  zegamént",provocazione;  aiz¬
•zegadór,"provocatore,  stuzzichino;  at¬"
’zegar,"provocare,  stuzzicare,  aizzare;  im¬"
"portunare,  fastidire.  He  «arse","litigare,  bi¬"
‘iei,"giglio.  Acqua,  dio  de  z.  bianchi  -"
*zel,grande  bruco  (p.  e.  quello  della  te¬
zelante,"zelante,  fervente,  accresc.  spreg."
zelantone.  Far  el  i.,fare  il  zelante  (per
zelo,"zelo,  fervore.  Aver  o  mostrar  s.  -"
anco  ielare.  Vegnir  el  santo  z.,Venir  la
*zelten,"sorta  di  pan  di  Natale,"
èemegar,"lamentarsi,  gémere."
Semel,"gemello,"
zémer,"gémere,  lamentarsi;  nicchiare,"
zémit,"gèmito,  lamento,  rammarichìo,"
iendàl,zendado.
zènt,"gènte;  popolo,  volgo;  folla:  spetta¬"
"tori,  visitatori.  Bòna  è.","buona  gènte,"
"me,  la  so  z.","parenti,  famiglia,  la  mia"
zentaia,"gentaglia  e  pegg.  gentaccia  ;  plebe,"
ientildòna,"gentildonna,  dama,"
zentilin,"delicato,  Rutilino;  èsile,  min¬"
zentilòm,"gentiluomo,  cavaliere.."
*zentòta,"gentucola,  gentuccia,  anco  più"
zenziva,gengiva.
zerbinòt,"zerbinòtto,  gauimède,  frustino,"
ièrgo,"gèrgo;  lingua  furfantina,  lingua"
zèrlo,"gerla,"
zerlét,"gerletta,  gerluccia."
"iero,  un  bel  nulla.  Z.  via  z.",zero  via
rende  z.,gessaio.  Chi  fa  o  rende  figure
de  z.,"figurinaio,  gessaiòlo.  Stica  de  t.  -"
ièta,zèta.  Da  V  a  a  la  z  V.  a.  le  zète
de  na  strada,"serpeggiamenti,  tortuosità,"
*zezùn  ( rust .),"digiuno,"
zi  zi,"voce  per  chiamare  il  maiale ,  ta,"
zia,zia.
*zibaldón,"bighellone,  bighellonaccio,  gi¬"
'  iibaldonar.  Piar  iibaldonònd,bighello¬
*zibaldonarla,"bighellonàggine,  oziosag-"
"""zibècol","ringuettièro.  ciarlièro,  ciaramèlla."
zibibo,zibibbo.
*zibo,"freddo  intenso ,  stridente,  rovaio,"
*zif,codrione  (de'  polli  etc.).
zifolada,"zufolata,"
zifoladór,zufolatore
zifolamént,zufolamento  ;  lischiamento.
zifolar,"zufolare,  fischiare;  sibilare  ;  fig."
"zifolln,  zifolòt","zufolino,  zufòletto;  fig."
zigareta,"sigaretto;  spagnoletta,  sigaretta"
zigherara,"sigaraia;  tabaccaia,"
zigzòg,"tortuoso,  a  sgembo,  a  ghirigoro;"
’ziler  [dihis.),chi  fa  i  segnali  nel  tiro
zilio,"giglio,  ninfèa  ( acquatica ).  Z.  paonàz"
zimara,zimarra.
"di  ginepro,  ginepra.  Spiaz  de  iiniceri",gi-
zìnghen,"zingaro,  anco  per  sciatto  o  per"
vagabondo.  Da  z.,"zingaresco,"
zlnia,"zinnia  (pianta),"
zinocèl,ginocchièllo  (de’  calzoni  o  del
zinzala,"zanzara  In  Siena  danzala,  a  Luc-"
oa  zeniala).  El  susùr  che  fa  la  i.,ron¬
zinzaliera,zanzariera.
zio,zio.
zio  ilio,"onori,  fruscio  (di  seta),  sgrigiolo"
zi®*»  ilòta,"zietto,  zietta."
*zip,"iigolo  (ucc,);  zirlo  [voce  del  lor¬"
'zipar,zirlare  (de’  tordi  etc.);  pipilare
'zipegada,intaccatura;  scalfittura;  rinci-
"""zipegar","intaccare;  scalfire;  cincischiare,"
"""zipiar","sminuzzare,  tagliuzzare."
"""zipón","tordo  cantatolo,  zirlo."
"iirada,  iiradìna","girata,  giralina."
ziràbile.  Zirar  el  z.,farnil.  girare  il  gi¬
zirandolamént,"girandolaniento,  bighel-"
zirandolar,"girandolare,  girellare,  bighel¬"
iirandolón,"girandolone,  girellone,  bi¬"
zirar,"girare,  anco  per  viaggiare;  roteare"
Che  se  poi  ì.,girévole.  Z.  entorno
ronzare  d’ intorno  a.  Z.  la  testa,girare
biale,"girare  etc.,  donde  girante,  giratario."
"Z.  come  '«  pirla,  come  'n  guìndol","frullare,"
ziravòlta,"giravolta,  girata,  rigirata;  ro-"
zirèla,"girèlla,  carrùcola,"
zirèla,"pasticca,  pastiglia,"
zirét,"giretto,  anco  per  passeggiati  na"
ziro,giro  ne  vari  sensi :  moto  circolare;
d’  aria;  de  clave,mandata  di  etc.  Z.  de
parole,"circonlocuzione,  giro  di  parole"
ziàola,"giùggiola  (frutto),  anco  fig.  per"
freddo).  Zisole!,"esci,  giùggiole  !  iiiio\e  !"
‘zisolada,"bruciacchiata,  abbronzatura."
‘risolar,"bruciacchiare;  arr^re,  abbron¬"
*zisolara,giùggiolo.
*zit,"digiuno,  a  stomaco  vuoto,"
zito!,zitto!  zitta!  zitti!;  buoi!  zitto  e
buci  !  (segreto)  Z.  lai,zitto  là  ’■  zitto  li  !
zizània,"zizzania,  anco  fig.  per  discòrdia."
Spander  i.,"spargere,  seminare  discordie,"
♦zizibecar,cinguettare  (degli  uccelli  eie.).
'io,giù.  in  basso;  dentro;  a  valle.  Zo  so
_.  gj(|  giù.  Zo  la  casa  e  simili,"nella,"
"dentro  la  cassa.  Béver,  butar  io",ingol¬
"lare,  tirar  giù.  Dal...  en  zo",dal...  in  giù.
Dir  30  (per  ciesa  etc.),"annunziare,  pub¬"
"blicare,  dirne,  dire  in  chiesa.  En  zo",in¬
pensèr  etc.,"essere  scàrico,  esser  tuori  di"
"laggiù,  costaggiù.  Mar  en  io","andare  in  giù,"
"Mar  io  ile  fervei,  de  quela","impazzire,"
io,"non  la  digerisco,  non  la  mi  va  giù."
"Qua  lo,  quaiò",quaggiù.  Tirarne  io  de
io,"riammalarsi,  ripeggiorare,  ridar  giù"
Vegnìr  io  io,"impallidire,  divenire  smor¬"
"to,  smortire.  Zo  de  lì","li  intorno,  gin  di"
lì.  Zo  e  zo,giù  giù  fino  in  fondo.
Zo  de  moda,fuori  di  moda.  Zo  le
"man,  el  capè/.'  etc.",giù  le  mani  !  etc.
aiuta,alla  scesa  o  alla  china  o  all’  in¬
'zobàs,"al  piano  inferiore,  (la  basso,  di"
berlingaccio.  L'  è  quatto  iòbie  che...,è
"""zobiana  ivolg).","strega,  maliarda  (la  zó-"
*zòc,ceppo  ne'  vati  sensi:  parte  infe¬
da  brucar-  ciòcco;  de  la  campana,mozzo;
del  becàr,"ceppo  (per  spezzare  la  carne),"
tagliatore.  Z.  de  le  Umòsine,cassetta.
"Dormir  come  ’n  s,","dormir  la  grossa,"
cigno.  User  en  s.,"ignorantissimo,  buono"
zòca,ceppa  la  parte  sotterranea  dell’  al¬
-  dicioccare  quel  terreno.  Far  s.,radi¬
"care,  barbicare.  Taiar  fin  a  la  z.",tagliare
:.,tenerli  a  ceppaia.
"""zocara  (rust.)",grossa  e  lunga  radice
zocàt,"ceppatèllo,  ccpparèllo;  ciocchetlo."
zocheta,ceppatèlla.
zòcol,zòccolo  ne’  vari  sensi ;  calzatura
de  zòcoli,zoccolaio.
zocolada,zoccolata.
zocolamént,"rumore  di  zòccoli,  zoccola-"
zocolante,"zoccolante,  propr.  Minore  os¬"
zòg,"giòco;  divertimento;  caso,  rìschio;"
"congegno,  scatto.  Chi  dirige  ’l  b.",capo
gioco.  Z.  d'  azardo.,gioco  d’ azzardo.
Sito  en  do'  se  Un  z.  d'  azardo,"bisca,"
il  proprietario).  Zòghi  d'  acqua,"giochi,"
scherzi  d'  a.;  de  parole,"g.  di  parole,  bi¬"
-  ingegni;  de  Borsa,giochi  di  Borsa.  A
boti  b.,buon  gioco  (dire).  Aver  bon  b.
-  far  gioco.  Quel  maledcto  z.,quel  gio-
